exam,year,session,shift,paperId,paper,firestoreCount,qdrantCount,matchedCount,missingVectors,orphanVectors,duplicateVectors,provenanceErrors,trustTierErrors,acceptedCount,coveragePercent,status
IBPS_PO,2024,,,src_ibps_po_2024_main_paper_institute_of_ban,Main Paper,3,2,2,0,0,0,0,0,2,100,COMPLETE
UGC_NET,2017,January,,src_ugc_net_public_admin_14_2017_january_paper_iii,Paper III,3875,11,11,232,0,0,3643,0,243,4.5,PARTIAL
UGC_NET,2016,July,,src_ugc_net_law_58_2016_july_paper_iii,Paper III,1952,0,0,110,0,0,1842,0,110,0,PARTIAL_UNINDEXED
UGC_NET,2014,December,,src_ugc_net_cs_87_2014_december_paper_iii,Paper III,3749,1,1,232,0,0,3517,0,233,0.4,PARTIAL
UGC_NET,2015,June,,src_ugc_net_philosophy_03_2015_june_paper_ii,Paper II,0,0,0,0,0,0,0,0,0,0,SOURCE_AVAILABLE_NOT_INGESTED
UGC_NET,2011,June,,src_ugc_net_commerce_08_2011_june_paper_iii,Paper III,1562,0,0,100,0,0,1462,0,100,0,PARTIAL_UNINDEXED
JEE_MAIN,2022,Session 1 (Jan),Shift 2,src_jee_main_2022_session_1_jan_shift_2_nta_official_que,,1,4,1,0,3,0,0,0,1,100,COMPLETE
UGC_NET,2011,June,,src_ugc_net_political_science_02_2011_june_paper_ii,Paper II,1562,0,0,100,0,0,1462,0,100,0,PARTIAL_UNINDEXED
UGC_NET,2017,Jan,,src_ugc_net_commerce_08_2017_jan_paper_iii,Paper III,3875,11,11,232,0,0,3643,0,243,4.5,PARTIAL
UPSC_CSE,2023,,,src_upsc_cse_2023_gs_paper_1_2_detailed_explanations_drishti_ias_edit,GS Paper 1 & 2 Detailed Explanations,242,142,142,0,0,0,0,0,142,100,COMPLETE
UGC_NET,2017,November,,src_ugc_net_political_science_02_2017_november_paper_iii,Paper III,3875,11,11,232,0,0,3643,0,243,4.5,PARTIAL
UGC_NET,2012,Dec,,src_ugc_net_commerce_08_2012_dec_paper_iii,Paper III,3646,0,0,247,0,0,3399,0,247,0,PARTIAL_UNINDEXED
UGC_NET,2013,June,,src_ugc_net_political_science_02_2013_june_paper_iii,Paper III,3756,0,0,246,0,0,3510,0,246,0,PARTIAL_UNINDEXED
UGC_NET,2015,June,,src_ugc_net_geography_80_2015_june_paper_iii,Paper III,0,0,0,0,0,0,0,0,0,0,SOURCE_AVAILABLE_NOT_INGESTED
JEE_MAIN,2023,Session 2 (Apr),Shift 2,src_jee_main_2023_session_2_apr_shift_2_nta_official_que,,593,598,593,0,5,0,0,0,593,100,COMPLETE
UGC_NET,2015,June,,src_ugc_net_commerce_08_2015_june_paper_ii,Paper II,0,0,0,0,0,0,0,0,0,0,SOURCE_AVAILABLE_NOT_INGESTED
UGC_NET,2013,December,,src_ugc_net_geography_80_2013_december_paper_iii,Paper III,3756,0,0,246,0,0,3510,0,246,0,PARTIAL_UNINDEXED
UGC_NET,2009,December,,src_ugc_net_population_studies_15_2009_december_paper_ii,Paper II,724,0,0,46,0,0,678,0,46,0,PARTIAL_UNINDEXED
UGC_NET,2010,June,,src_ugc_net_home_science_12_2010_june_paper_ii,Paper II,1340,0,0,46,0,0,1294,0,46,0,PARTIAL_UNINDEXED
IBPS_PO,2023,,,src_ibps_po_2023_solved_practice_paper_testbook_solved_,Solved Practice Paper,3,2,2,0,0,0,0,0,2,100,COMPLETE
UGC_NET,2017,November,,src_ugc_net_management_17_2017_november_paper_ii,Paper II,3875,11,11,232,0,0,3643,0,243,4.5,PARTIAL
RRB_NTPC,2019,,,src_rrb_ntpc_2019_solved_practice_paper_testbook_solved_,Solved Practice Paper,3,2,2,0,0,0,0,0,2,100,COMPLETE
UGC_NET,2011,December,,src_ugc_net_general_00_2011_december_paper_i_set_z_4,Paper I,1562,0,0,100,0,0,1462,0,100,0,PARTIAL_UNINDEXED
JEE_MAIN,2025,Session 1 (Jan),Shift 2,src_jee_main_2025_session_1_jan_shift_2_nta_official_que,,0,0,0,0,0,0,0,0,0,0,SOURCE_AVAILABLE_NOT_INGESTED
UGC_NET,2017,January,,src_ugc_net_history_06_2017_january_paper_ii,Paper II,3875,11,11,232,0,0,3643,0,243,4.5,PARTIAL
JEE_MAIN,2024,Session 2 (Apr),Shift 2,src_jee_main_2024_session_2_apr_shift_2_nta_official_que,,818,971,817,1,154,0,1,0,818,99.9,PARTIAL
UGC_NET,2010,June,,src_ugc_net_philosophy_03_2010_june_paper_iii,Paper III,1340,0,0,46,0,0,1294,0,46,0,PARTIAL_UNINDEXED
JEE_ADVANCED,2020,,,src_jee_advanced_2020_paper_1_2_solutions_careers360_acade,Paper 1 & 2 Solutions,7,4,4,0,0,0,0,0,4,100,COMPLETE
UGC_NET,2014,December,,src_ugc_net_english_30_2014_december_paper_iii,Paper III,3749,1,1,232,0,0,3517,0,233,0.4,PARTIAL
UGC_NET,2009,December,,src_ugc_net_economics_01_2009_december_paper_ii,Paper II,724,0,0,46,0,0,678,0,46,0,PARTIAL_UNINDEXED
UGC_NET,2010,June,,src_ugc_net_education_09_2010_june_paper_iii,Paper III,1340,0,0,46,0,0,1294,0,46,0,PARTIAL_UNINDEXED
UGC_NET,2009,December,,src_ugc_net_english_30_2009_december_paper_ii,Paper II,724,0,0,46,0,0,678,0,46,0,PARTIAL_UNINDEXED
UGC_NET,2015,June,,src_ugc_net_history_06_2015_june_paper_ii,Paper II,0,0,0,0,0,0,0,0,0,0,SOURCE_AVAILABLE_NOT_INGESTED
UGC_NET,2016,July,,src_ugc_net_political_science_02_2016_july_paper_ii,Paper II,1952,0,0,110,0,0,1842,0,110,0,PARTIAL_UNINDEXED
UGC_NET,2010,December,,src_ugc_net_management_17_2010_december_paper_ii,Paper II,1340,0,0,46,0,0,1294,0,46,0,PARTIAL_UNINDEXED
BPSC_CCE,2022,,,src_bpsc_cce_2022_main_paper_bihar_public_ser,Main Paper,201,160,160,0,0,0,150,0,160,100,COMPLETE
IBPS_PO,2024,,,src_ibps_po_2024_solved_practice_paper_testbook_solved_,Solved Practice Paper,3,2,2,0,0,0,0,0,2,100,COMPLETE
UGC_NET,2013,December,,src_ugc_net_philosophy_03_2013_december_paper_ii,Paper II,3756,0,0,246,0,0,3510,0,246,0,PARTIAL_UNINDEXED
UGC_NET,2014,June,,src_ugc_net_public_admin_14_2014_june_paper_ii,Paper II,3749,1,1,232,0,0,3517,0,233,0.4,PARTIAL
UGC_NET,2013,December,,src_ugc_net_geography_80_2013_december_paper_ii,Paper II,3756,0,0,246,0,0,3510,0,246,0,PARTIAL_UNINDEXED
UGC_NET,2009,June,,src_ugc_net_psychology_04_2009_june_paper_ii,Paper II,724,0,0,46,0,0,678,0,46,0,PARTIAL_UNINDEXED
UGC_NET,2011,June,,src_ugc_net_psychology_04_2011_june_paper_iii,Paper III,1562,0,0,100,0,0,1462,0,100,0,PARTIAL_UNINDEXED
UGC_NET,2012,June,,src_ugc_net_geography_80_2012_june_paper_iii,Paper III,3646,0,0,247,0,0,3399,0,247,0,PARTIAL_UNINDEXED
UGC_NET,2014,June,,src_ugc_net_political_science_02_2014_june_paper_iii,Paper III,3749,1,1,232,0,0,3517,0,233,0.4,PARTIAL
UPSC_CSE,2021,,,src_upsc_cse_2021_gs_paper_1_2_detailed_explanations_drishti_ias_edit,GS Paper 1 & 2 Detailed Explanations,239,128,128,0,0,0,0,0,128,100,COMPLETE
UGC_NET,2015,December,,src_ugc_net_philosophy_03_2015_december_paper_iii,Paper III,0,0,0,0,0,0,0,0,0,0,SOURCE_AVAILABLE_NOT_INGESTED
SSC_CGL,2025,,Shift 3,src_ssc_cgl_2025_shift_3_tier_1_cbt_ssc_official_tie,Tier 1 CBT,1600,1490,1490,110,0,0,0,0,1600,93.1,PARTIAL
IBPS_PO,2023,,,src_ibps_po_2023_main_paper_institute_of_ban,Main Paper,3,2,2,0,0,0,0,0,2,100,COMPLETE
UGC_NET,2015,December,,src_ugc_net_history_06_2015_december_paper_ii,Paper II,0,0,0,0,0,0,0,0,0,0,SOURCE_AVAILABLE_NOT_INGESTED
UGC_NET,2017,January,,src_ugc_net_home_science_12_2017_january_paper_ii,Paper II,3875,11,11,232,0,0,3643,0,243,4.5,PARTIAL
UGC_NET,2010,December,,src_ugc_net_population_studies_15_2010_december_paper_iii,Paper III,1340,0,0,46,0,0,1294,0,46,0,PARTIAL_UNINDEXED
UGC_NET,2012,June,,src_ugc_net_general_00_2012_june_paper_i_set_z_4,Paper I,3646,0,0,247,0,0,3399,0,247,0,PARTIAL_UNINDEXED
UGC_NET,2012,December,,src_ugc_net_management_17_2012_december_paper_iii,Paper III,3646,0,0,247,0,0,3399,0,247,0,PARTIAL_UNINDEXED
UGC_NET,2017,November,,src_ugc_net_law_58_2017_november_paper_ii,Paper II,3875,11,11,232,0,0,3643,0,243,4.5,PARTIAL
UGC_NET,2012,December,,src_ugc_net_cs_87_2012_december_paper_ii,Paper II,3646,0,0,247,0,0,3399,0,247,0,PARTIAL_UNINDEXED
UGC_NET,2013,December,,src_ugc_net_political_science_02_2013_december_paper_iii,Paper III,3756,0,0,246,0,0,3510,0,246,0,PARTIAL_UNINDEXED
UGC_NET,2009,December,,src_ugc_net_education_09_2009_december_paper_iii,Paper III,724,0,0,46,0,0,678,0,46,0,PARTIAL_UNINDEXED
UGC_NET,2011,December,,src_ugc_net_psychology_04_2011_december_paper_ii,Paper II,1562,0,0,100,0,0,1462,0,100,0,PARTIAL_UNINDEXED
UGC_NET,2014,December,,src_ugc_net_public_admin_14_2014_december_paper_iii,Paper III,3749,1,1,232,0,0,3517,0,233,0.4,PARTIAL
UGC_NET,2011,December,,src_ugc_net_education_09_2011_december_paper_iii,Paper III,1562,0,0,100,0,0,1462,0,100,0,PARTIAL_UNINDEXED
NEET_UG,2015,,,src_neet_ug_2015_neet_ug_full_paper_nta_neet_officia,NEET UG Full Paper,214,18,18,0,0,0,0,0,18,100,COMPLETE
SSC_CGL,2021,,Shift 2,src_ssc_cgl_2021_shift_2_tier_1_cbt_ssc_official_tie,Tier 1 CBT,704,632,632,15,0,0,0,0,647,97.7,PARTIAL
UGC_NET,2017,January,,src_ugc_net_management_17_2017_january_paper_ii,Paper II,3875,11,11,232,0,0,3643,0,243,4.5,PARTIAL
BPSC_CCE,2021,,,src_bpsc_cce_2021_solved_practice_paper_drishti_ias_bpsc,Solved Practice Paper,0,0,0,0,0,0,0,0,0,0,SOURCE_AVAILABLE_NOT_INGESTED
UGC_NET,2009,June,,src_ugc_net_commerce_08_2009_june_paper_iii,Paper III,724,0,0,46,0,0,678,0,46,0,PARTIAL_UNINDEXED
NEET_UG,2015,,,src_neet_ug_2015_neet_ug_solutions_analysis_testbook_medical,NEET UG Solutions & Analysis,214,18,18,0,0,0,0,0,18,100,COMPLETE
UGC_NET,2015,June,,src_ugc_net_population_studies_15_2015_june_paper_ii,Paper II,0,0,0,0,0,0,0,0,0,0,SOURCE_AVAILABLE_NOT_INGESTED
UGC_NET,2014,June,,src_ugc_net_general_00_2014_june_paper_i_set_w_1,Paper I,3749,1,1,232,0,0,3517,0,233,0.4,PARTIAL
UGC_NET,2017,Jan,,src_ugc_net_commerce_08_2017_jan_paper_ii,Paper II,3875,11,11,232,0,0,3643,0,243,4.5,PARTIAL
JEE_MAIN,2019,Session 2 (Apr),Shift 1,src_jee_main_2019_session_2_apr_shift_1_nta_official_que,,356,4,4,352,0,0,0,0,356,1.1,PARTIAL
UGC_NET,2014,December,,src_ugc_net_public_admin_14_2014_december_paper_ii,Paper II,3749,1,1,232,0,0,3517,0,233,0.4,PARTIAL
BPSC_CCE,2019,,,src_bpsc_cce_2019_solved_practice_paper_testbook_bpsc_so,Solved Practice Paper,51,5,5,0,0,0,0,0,5,100,COMPLETE
UGC_NET,2009,June,,src_ugc_net_law_58_2009_june_paper_ii,Paper II,724,0,0,46,0,0,678,0,46,0,PARTIAL_UNINDEXED
UGC_NET,2015,December,,src_ugc_net_law_58_2015_december_paper_iii,Paper III,0,0,0,0,0,0,0,0,0,0,SOURCE_AVAILABLE_NOT_INGESTED
UGC_NET,2015,December,,src_ugc_net_sociology_05_2015_december_paper_iii,Paper III,0,0,0,0,0,0,0,0,0,0,SOURCE_AVAILABLE_NOT_INGESTED
UGC_NET,2017,November,,src_ugc_net_geography_80_2017_november_paper_iii,Paper III,3875,11,11,232,0,0,3643,0,243,4.5,PARTIAL
UGC_NET,2015,December,,src_ugc_net_home_science_12_2015_december_paper_iii,Paper III,0,0,0,0,0,0,0,0,0,0,SOURCE_AVAILABLE_NOT_INGESTED
UGC_NET,2017,November,,src_ugc_net_english_30_2017_november_paper_iii,Paper III,3875,11,11,232,0,0,3643,0,243,4.5,PARTIAL
JEE_MAIN,2022,Session 1 (Jan),Shift 1,src_jee_main_2022_session_1_jan_shift_1_nta_official_que,,2,5,2,0,3,0,0,0,2,100,COMPLETE
JEE_MAIN,2023,Session 2 (Apr),Shift 1,src_jee_main_2023_session_2_apr_shift_1_nta_official_que,,770,775,770,0,5,0,0,0,770,100,COMPLETE
SSC_CGL,2022,,,src_ssc_cgl_2022_tier_1_tier_2_solved_papers_adda247_ssc_edit,Tier 1 & Tier 2 Solved Papers,1399,1113,1113,70,0,0,0,0,1183,94.1,PARTIAL
BPSC_CCE,2023,,,src_bpsc_cce_2023_solved_practice_paper_testbook_bpsc_so,Solved Practice Paper,351,313,313,0,0,0,300,0,313,100,COMPLETE
UPSC_CSE,2023,,,src_upsc_cse_2023_csat_paper_2_prelims_upsc_official_cs,CSAT Paper 2 (Prelims),242,142,142,0,0,0,0,0,142,100,COMPLETE
UGC_NET,2009,June,,src_ugc_net_philosophy_03_2009_june_paper_ii,Paper II,724,0,0,46,0,0,678,0,46,0,PARTIAL_UNINDEXED
UGC_NET,2011,December,,src_ugc_net_general_00_2011_december_paper_i_set_x_2,Paper I,1562,0,0,100,0,0,1462,0,100,0,PARTIAL_UNINDEXED
UGC_NET,2013,December,,src_ugc_net_cs_87_2013_december_paper_iii,Paper III,3756,0,0,246,0,0,3510,0,246,0,PARTIAL_UNINDEXED
UGC_NET,2017,January,,src_ugc_net_management_17_2017_january_paper_iii,Paper III,3875,11,11,232,0,0,3643,0,243,4.5,PARTIAL
UGC_NET,2009,June,,src_ugc_net_commerce_08_2009_june_paper_ii,Paper II,724,0,0,46,0,0,678,0,46,0,PARTIAL_UNINDEXED
UGC_NET,2011,June,,src_ugc_net_cs_87_2011_june_paper_iii,Paper III,1562,0,0,100,0,0,1462,0,100,0,PARTIAL_UNINDEXED
UGC_NET,2014,June,,src_ugc_net_economics_01_2014_june_paper_iii,Paper III,3749,1,1,232,0,0,3517,0,233,0.4,PARTIAL
UGC_NET,2011,December,,src_ugc_net_political_science_02_2011_december_paper_ii,Paper II,1562,0,0,100,0,0,1462,0,100,0,PARTIAL_UNINDEXED
UGC_NET,2010,December,,src_ugc_net_history_06_2010_december_paper_iii,Paper III,1340,0,0,46,0,0,1294,0,46,0,PARTIAL_UNINDEXED
UGC_NET,2016,July,,src_ugc_net_education_09_2016_july_paper_iii,Paper III,1952,0,0,110,0,0,1842,0,110,0,PARTIAL_UNINDEXED
UGC_NET,2018,July,,src_ugc_net_general_00_2018_july_paper_i_set_s_4,Paper I,1374,79,71,87,8,0,1284,0,158,44.9,PARTIAL
UGC_NET,2017,November,,src_ugc_net_public_admin_14_2017_november_paper_iii,Paper III,3875,11,11,232,0,0,3643,0,243,4.5,PARTIAL
UGC_NET,2011,June,,src_ugc_net_english_30_2011_june_paper_iii,Paper III,1562,0,0,100,0,0,1462,0,100,0,PARTIAL_UNINDEXED
UGC_NET,2014,December,,src_ugc_net_law_58_2014_december_paper_ii,Paper II,3749,1,1,232,0,0,3517,0,233,0.4,PARTIAL
UGC_NET,2017,November,,src_ugc_net_general_00_2017_november_paper_i_set_aaaa_1,Paper I,3875,11,11,232,0,0,3643,0,243,4.5,PARTIAL
UGC_NET,2016,July,,src_ugc_net_philosophy_03_2016_july_paper_iii,Paper III,1952,0,0,110,0,0,1842,0,110,0,PARTIAL_UNINDEXED
UGC_NET,2013,December,,src_ugc_net_economics_01_2013_december_paper_ii,Paper II,3756,0,0,246,0,0,3510,0,246,0,PARTIAL_UNINDEXED
UGC_NET,2017,November,,src_ugc_net_public_admin_14_2017_november_paper_ii,Paper II,3875,11,11,232,0,0,3643,0,243,4.5,PARTIAL
UGC_NET,2014,December,,src_ugc_net_geography_80_2014_december_paper_iii,Paper III,3749,1,1,232,0,0,3517,0,233,0.4,PARTIAL
UGC_NET,2014,June,,src_ugc_net_management_17_2014_june_paper_iii,Paper III,3749,1,1,232,0,0,3517,0,233,0.4,PARTIAL
UGC_NET,2009,December,,src_ugc_net_philosophy_03_2009_december_paper_ii,Paper II,724,0,0,46,0,0,678,0,46,0,PARTIAL_UNINDEXED
UGC_NET,2009,December,,src_ugc_net_geography_80_2009_december_paper_ii,Paper II,724,0,0,46,0,0,678,0,46,0,PARTIAL_UNINDEXED
UGC_NET,2012,June,,src_ugc_net_history_06_2012_june_paper_iii,Paper III,3646,0,0,247,0,0,3399,0,247,0,PARTIAL_UNINDEXED
UGC_NET,2016,July,,src_ugc_net_sociology_05_2016_july_paper_ii,Paper II,1952,0,0,110,0,0,1842,0,110,0,PARTIAL_UNINDEXED
UPSC_CSE,2024,,,src_upsc_cse_2024_gs_paper_1_prelims_upsc_official_cs,GS Paper 1 (Prelims),241,113,113,0,0,0,0,0,113,100,COMPLETE
UPSC_CSE,2024,,,src_upsc_cse_2024_csat_paper_2_prelims_upsc_official_cs,CSAT Paper 2 (Prelims),241,113,113,0,0,0,0,0,113,100,COMPLETE
UGC_NET,2012,December,,src_ugc_net_general_00_2012_december_paper_i_set_main_3,Paper I,3646,0,0,247,0,0,3399,0,247,0,PARTIAL_UNINDEXED
UGC_NET,2014,December,,src_ugc_net_education_09_2014_december_paper_iii,Paper III,3749,1,1,232,0,0,3517,0,233,0.4,PARTIAL
UGC_NET,2013,June,,src_ugc_net_history_06_2013_june_paper_ii,Paper II,3756,0,0,246,0,0,3510,0,246,0,PARTIAL_UNINDEXED
UGC_NET,2011,December,,src_ugc_net_public_admin_14_2011_december_paper_iii,Paper III,1562,0,0,100,0,0,1462,0,100,0,PARTIAL_UNINDEXED
UGC_NET,2009,June,,src_ugc_net_cs_87_2009_june_paper_ii,Paper II,724,0,0,46,0,0,678,0,46,0,PARTIAL_UNINDEXED
UGC_NET,2009,December,,src_ugc_net_public_admin_14_2009_december_paper_iii,Paper III,724,0,0,46,0,0,678,0,46,0,PARTIAL_UNINDEXED
UGC_NET,2012,December,,src_ugc_net_home_science_12_2012_december_paper_ii,Paper II,3646,0,0,247,0,0,3399,0,247,0,PARTIAL_UNINDEXED
UGC_NET,2011,December,,src_ugc_net_law_58_2011_december_paper_ii,Paper II,1562,0,0,100,0,0,1462,0,100,0,PARTIAL_UNINDEXED
UGC_NET,2010,December,,src_ugc_net_sociology_05_2010_december_paper_iii,Paper III,1340,0,0,46,0,0,1294,0,46,0,PARTIAL_UNINDEXED
RRB_NTPC,2022,,,src_rrb_ntpc_2022_main_paper_railway_recruitm,Main Paper,4,3,3,0,0,0,0,0,3,100,COMPLETE
UGC_NET,2012,Dec,,src_ugc_net_commerce_08_2012_dec_paper_ii,Paper II,3646,0,0,247,0,0,3399,0,247,0,PARTIAL_UNINDEXED
UGC_NET,2010,December,,src_ugc_net_law_58_2010_december_paper_iii,Paper III,1340,0,0,46,0,0,1294,0,46,0,PARTIAL_UNINDEXED
UGC_NET,2018,July,,src_ugc_net_public_admin_14_2018_july_paper_ii,Paper II,1374,79,71,87,8,0,1284,0,158,44.9,PARTIAL
JEE_MAIN,2026,Session 1 & 2,,src_jee_main_2026_session_1_2_testbook_verifie,,0,0,0,0,0,0,0,0,0,0,SOURCE_AVAILABLE_NOT_INGESTED
UGC_NET,2015,June,,src_ugc_net_sociology_05_2015_june_paper_iii,Paper III,0,0,0,0,0,0,0,0,0,0,SOURCE_AVAILABLE_NOT_INGESTED
UGC_NET,2017,November,,src_ugc_net_psychology_04_2017_november_paper_ii,Paper II,3875,11,11,232,0,0,3643,0,243,4.5,PARTIAL
UGC_NET,2009,June,,src_ugc_net_home_science_12_2009_june_paper_ii,Paper II,724,0,0,46,0,0,678,0,46,0,PARTIAL_UNINDEXED
BPSC_CCE,2022,,,src_bpsc_cce_2022_solved_practice_paper_drishti_ias_bpsc,Solved Practice Paper,201,160,160,0,0,0,150,0,160,100,COMPLETE
UPSC_CSE,2025,,,src_upsc_cse_2025_gs_paper_1_2_detailed_explanations_drishti_ias_edit,GS Paper 1 & 2 Detailed Explanations,96,96,96,0,0,0,0,0,96,100,COMPLETE
UGC_NET,2014,December,,src_ugc_net_political_science_02_2014_december_paper_ii,Paper II,3749,1,1,232,0,0,3517,0,233,0.4,PARTIAL
UGC_NET,2016,July,,src_ugc_net_geography_80_2016_july_paper_ii,Paper II,1952,0,0,110,0,0,1842,0,110,0,PARTIAL_UNINDEXED
UGC_NET,2012,June,,src_ugc_net_public_admin_14_2012_june_paper_ii,Paper II,3646,0,0,247,0,0,3399,0,247,0,PARTIAL_UNINDEXED
UGC_NET,2013,December,,src_ugc_net_sociology_05_2013_december_paper_ii,Paper II,3756,0,0,246,0,0,3510,0,246,0,PARTIAL_UNINDEXED
UGC_NET,2013,June,,src_ugc_net_philosophy_03_2013_june_paper_iii,Paper III,3756,0,0,246,0,0,3510,0,246,0,PARTIAL_UNINDEXED
UGC_NET,2011,December,,src_ugc_net_english_30_2011_december_paper_iii,Paper III,1562,0,0,100,0,0,1462,0,100,0,PARTIAL_UNINDEXED
UGC_NET,2009,December,,src_ugc_net_education_09_2009_december_paper_ii,Paper II,724,0,0,46,0,0,678,0,46,0,PARTIAL_UNINDEXED
NEET_UG,2021,,,src_neet_ug_2021_neet_ug_full_paper_nta_neet_officia,NEET UG Full Paper,223,30,30,0,0,0,0,0,30,100,COMPLETE
UGC_NET,2013,December,,src_ugc_net_economics_01_2013_december_paper_iii,Paper III,3756,0,0,246,0,0,3510,0,246,0,PARTIAL_UNINDEXED
UGC_NET,2009,December,,src_ugc_net_english_30_2009_december_paper_iii,Paper III,724,0,0,46,0,0,678,0,46,0,PARTIAL_UNINDEXED
JEE_MAIN,2026,Session 1 (Jan),Shift 2,src_jee_main_2026_session_1_jan_shift_2_nta_official_que,,0,0,0,0,0,0,0,0,0,0,SOURCE_AVAILABLE_NOT_INGESTED
UGC_NET,2013,June,,src_ugc_net_education_09_2013_june_paper_iii,Paper III,3756,0,0,246,0,0,3510,0,246,0,PARTIAL_UNINDEXED
UGC_NET,2017,January,,src_ugc_net_history_06_2017_january_paper_iii,Paper III,3875,11,11,232,0,0,3643,0,243,4.5,PARTIAL
UPSC_CSE,2023,,,src_upsc_cse_2023_gs_paper_1_prelims_upsc_official_cs,GS Paper 1 (Prelims),242,142,142,0,0,0,0,0,142,100,COMPLETE
UGC_NET,2015,December,,src_ugc_net_population_studies_15_2015_december_paper_iii,Paper III,0,0,0,0,0,0,0,0,0,0,SOURCE_AVAILABLE_NOT_INGESTED
UGC_NET,2015,June,,src_ugc_net_commerce_08_2015_june_paper_iii,Paper III,0,0,0,0,0,0,0,0,0,0,SOURCE_AVAILABLE_NOT_INGESTED
UGC_NET,2010,December,,src_ugc_net_philosophy_03_2010_december_paper_iii,Paper III,1340,0,0,46,0,0,1294,0,46,0,PARTIAL_UNINDEXED
UGC_NET,2015,June,,src_ugc_net_general_00_2015_june_paper_i_set_main_2,Paper I,0,0,0,0,0,0,0,0,0,0,SOURCE_AVAILABLE_NOT_INGESTED
UGC_NET,2016,July,,src_ugc_net_education_09_2016_july_paper_ii,Paper II,1952,0,0,110,0,0,1842,0,110,0,PARTIAL_UNINDEXED
SSC_CGL,2020,,Shift 1,src_ssc_cgl_2020_shift_1_tier_1_cbt_ssc_official_tie,Tier 1 CBT,0,0,0,0,0,0,0,0,0,0,SOURCE_AVAILABLE_NOT_INGESTED
UGC_NET,2012,December,,src_ugc_net_psychology_04_2012_december_paper_iii,Paper III,3646,0,0,247,0,0,3399,0,247,0,PARTIAL_UNINDEXED
UGC_NET,2011,June,,src_ugc_net_geography_80_2011_june_paper_iii,Paper III,1562,0,0,100,0,0,1462,0,100,0,PARTIAL_UNINDEXED
NEET_UG,2024,,,src_neet_ug_2024_neet_ug_solutions_analysis_testbook_medical,NEET UG Solutions & Analysis,221,30,30,0,0,0,0,0,30,100,COMPLETE
UGC_NET,2013,June,,src_ugc_net_population_studies_15_2013_june_paper_ii,Paper II,3756,0,0,246,0,0,3510,0,246,0,PARTIAL_UNINDEXED
UGC_NET,2012,June,,src_ugc_net_psychology_04_2012_june_paper_iii,Paper III,3646,0,0,247,0,0,3399,0,247,0,PARTIAL_UNINDEXED
UGC_NET,2012,June,,src_ugc_net_english_30_2012_june_paper_iii,Paper III,3646,0,0,247,0,0,3399,0,247,0,PARTIAL_UNINDEXED
UGC_NET,2010,June,,src_ugc_net_history_06_2010_june_paper_ii,Paper II,1340,0,0,46,0,0,1294,0,46,0,PARTIAL_UNINDEXED
UGC_NET,2011,December,,src_ugc_net_public_admin_14_2011_december_paper_ii,Paper II,1562,0,0,100,0,0,1462,0,100,0,PARTIAL_UNINDEXED
UGC_NET,2013,December,,src_ugc_net_education_09_2013_december_paper_ii,Paper II,3756,0,0,246,0,0,3510,0,246,0,PARTIAL_UNINDEXED
UGC_NET,2017,January,,src_ugc_net_economics_01_2017_january_paper_ii,Paper II,3875,11,11,232,0,0,3643,0,243,4.5,PARTIAL
UGC_NET,2012,December,,src_ugc_net_population_studies_15_2012_december_paper_ii,Paper II,3646,0,0,247,0,0,3399,0,247,0,PARTIAL_UNINDEXED
UGC_NET,2014,December,,src_ugc_net_general_00_2014_december_paper_i_set_z_4,Paper I,3749,1,1,232,0,0,3517,0,233,0.4,PARTIAL
UGC_NET,2013,June,,src_ugc_net_general_00_2013_june_paper_i_set_main_3,Paper I,3756,0,0,246,0,0,3510,0,246,0,PARTIAL_UNINDEXED
SSC_CGL,2022,,Shift 3,src_ssc_cgl_2022_shift_3_tier_1_cbt_ssc_official_tie,Tier 1 CBT,430,385,385,4,0,0,0,0,389,99,PARTIAL
NEET_UG,2016,,,src_neet_ug_2016_neet_ug_solutions_analysis_testbook_medical,NEET UG Solutions & Analysis,212,16,16,0,0,0,0,0,16,100,COMPLETE
UGC_NET,2017,November,,src_ugc_net_education_09_2017_november_paper_iii,Paper III,3875,11,11,232,0,0,3643,0,243,4.5,PARTIAL
UGC_NET,2015,December,,src_ugc_net_history_06_2015_december_paper_iii,Paper III,0,0,0,0,0,0,0,0,0,0,SOURCE_AVAILABLE_NOT_INGESTED
UGC_NET,2011,June,,src_ugc_net_history_06_2011_june_paper_iii,Paper III,1562,0,0,100,0,0,1462,0,100,0,PARTIAL_UNINDEXED
UGC_NET,2014,December,,src_ugc_net_psychology_04_2014_december_paper_ii,Paper II,3749,1,1,232,0,0,3517,0,233,0.4,PARTIAL
UGC_NET,2013,December,,src_ugc_net_general_00_2013_december_paper_i_set_main_2,Paper I,3756,0,0,246,0,0,3510,0,246,0,PARTIAL_UNINDEXED
UGC_NET,2017,November,,src_ugc_net_political_science_02_2017_november_paper_ii,Paper II,3875,11,11,232,0,0,3643,0,243,4.5,PARTIAL
UGC_NET,2009,December,,src_ugc_net_geography_80_2009_december_paper_iii,Paper III,724,0,0,46,0,0,678,0,46,0,PARTIAL_UNINDEXED
UGC_NET,2017,January,,src_ugc_net_general_00_2017_january_paper_i_set_y_3,Paper I,3875,11,11,232,0,0,3643,0,243,4.5,PARTIAL
UGC_NET,2011,June,,src_ugc_net_public_admin_14_2011_june_paper_ii,Paper II,1562,0,0,100,0,0,1462,0,100,0,PARTIAL_UNINDEXED
